timestamp,rawppo_action,nautilus_action,rawppo_target,nautilus_target,match
2023-04-03 00:00:00+00:00,0,0,-1,-1,True
2023-04-03 01:00:00+00:00,0,0,-1,-1,True
2023-04-03 02:00:00+00:00,0,0,-1,-1,True
2023-04-03 03:00:00+00:00,0,0,-1,-1,True
2023-04-03 04:00:00+00:00,0,0,-1,-1,True
2023-04-03 05:00:00+00:00,0,0,-1,-1,True
2023-04-03 06:00:00+00:00,0,0,-1,-1,True
2023-04-03 07:00:00+00:00,0,0,-1,-1,True
2023-04-03 08:00:00+00:00,0,0,-1,-1,True
2023-04-03 09:00:00+00:00,0,0,-1,-1,True
2023-04-03 10:00:00+00:00,0,0,-1,-1,True
2023-04-03 11:00:00+00:00,0,0,-1,-1,True
2023-04-03 12:00:00+00:00,0,0,-1,-1,True
2023-04-03 13:00:00+00:00,0,0,-1,-1,True
2023-04-03 14:00:00+00:00,0,0,-1,-1,True
2023-04-03 15:00:00+00:00,0,0,-1,-1,True
2023-04-03 16:00:00+00:00,0,0,-1,-1,True
2023-04-03 17:00:00+00:00,0,0,-1,-1,True
2023-04-03 18:00:00+00:00,0,0,-1,-1,True
2023-04-03 19:00:00+00:00,0,0,-1,-1,True
2023-04-03 20:00:00+00:00,0,0,-1,-1,True
2023-04-03 22:00:00+00:00,0,0,-1,-1,True
2023-04-03 23:00:00+00:00,0,0,-1,-1,True
2023-04-04 00:00:00+00:00,0,0,-1,-1,True
2023-04-04 01:00:00+00:00,0,0,-1,-1,True
2023-04-04 02:00:00+00:00,0,0,-1,-1,True
2023-04-04 03:00:00+00:00,0,0,-1,-1,True
2023-04-04 04:00:00+00:00,0,0,-1,-1,True
2023-04-04 05:00:00+00:00,0,0,-1,-1,True
2023-04-04 06:00:00+00:00,0,0,-1,-1,True
2023-04-04 07:00:00+00:00,0,0,-1,-1,True
2023-04-04 08:00:00+00:00,0,0,-1,-1,True
2023-04-04 09:00:00+00:00,0,0,-1,-1,True
2023-04-04 10:00:00+00:00,0,0,-1,-1,True
2023-04-04 11:00:00+00:00,0,0,-1,-1,True
2023-04-04 12:00:00+00:00,0,0,-1,-1,True
2023-04-04 13:00:00+00:00,0,0,-1,-1,True
2023-04-04 14:00:00+00:00,0,0,-1,-1,True
2023-04-04 15:00:00+00:00,0,0,-1,-1,True
2023-04-04 16:00:00+00:00,0,0,-1,-1,True
2023-04-04 17:00:00+00:00,0,0,-1,-1,True
2023-04-04 18:00:00+00:00,0,0,-1,-1,True
2023-04-04 19:00:00+00:00,0,0,-1,-1,True
2023-04-04 20:00:00+00:00,0,0,-1,-1,True
2023-04-04 22:00:00+00:00,0,0,-1,-1,True
2023-04-04 23:00:00+00:00,0,0,-1,-1,True
2023-04-05 00:00:00+00:00,0,0,-1,-1,True
2023-04-05 01:00:00+00:00,0,0,-1,-1,True
2023-04-05 02:00:00+00:00,0,0,-1,-1,True
2023-04-05 03:00:00+00:00,0,0,-1,-1,True
2023-04-05 04:00:00+00:00,0,0,-1,-1,True
2023-04-05 05:00:00+00:00,0,0,-1,-1,True
2023-04-05 06:00:00+00:00,0,0,-1,-1,True
2023-04-05 07:00:00+00:00,0,0,-1,-1,True
2023-04-05 08:00:00+00:00,0,0,-1,-1,True
2023-04-05 09:00:00+00:00,0,0,-1,-1,True
2023-04-05 10:00:00+00:00,0,0,-1,-1,True
2023-04-05 11:00:00+00:00,0,0,-1,-1,True
2023-04-05 12:00:00+00:00,0,0,-1,-1,True
2023-04-05 13:00:00+00:00,0,0,-1,-1,True
2023-04-05 14:00:00+00:00,0,0,-1,-1,True
2023-04-05 15:00:00+00:00,0,0,-1,-1,True
2023-04-05 16:00:00+00:00,0,0,-1,-1,True
2023-04-05 17:00:00+00:00,0,0,-1,-1,True
2023-04-05 18:00:00+00:00,0,0,-1,-1,True
2023-04-05 19:00:00+00:00,0,0,-1,-1,True
2023-04-05 20:00:00+00:00,0,0,-1,-1,True
2023-04-05 22:00:00+00:00,0,0,-1,-1,True
2023-04-05 23:00:00+00:00,0,0,-1,-1,True
2023-04-06 00:00:00+00:00,0,0,-1,-1,True
2023-04-06 01:00:00+00:00,0,0,-1,-1,True
2023-04-06 02:00:00+00:00,0,0,-1,-1,True
2023-04-06 03:00:00+00:00,0,0,-1,-1,True
2023-04-06 04:00:00+00:00,0,0,-1,-1,True
2023-04-06 05:00:00+00:00,0,0,-1,-1,True
2023-04-06 06:00:00+00:00,0,0,-1,-1,True
2023-04-06 07:00:00+00:00,0,0,-1,-1,True
2023-04-06 08:00:00+00:00,0,0,-1,-1,True
2023-04-06 09:00:00+00:00,0,0,-1,-1,True
2023-04-06 10:00:00+00:00,0,0,-1,-1,True
2023-04-06 11:00:00+00:00,0,0,-1,-1,True
2023-04-06 12:00:00+00:00,0,0,-1,-1,True
2023-04-06 13:00:00+00:00,0,0,-1,-1,True
2023-04-06 14:00:00+00:00,0,0,-1,-1,True
2023-04-06 15:00:00+00:00,0,0,-1,-1,True
2023-04-06 16:00:00+00:00,0,0,-1,-1,True
2023-04-06 17:00:00+00:00,0,0,-1,-1,True
2023-04-06 18:00:00+00:00,0,0,-1,-1,True
2023-04-06 19:00:00+00:00,0,0,-1,-1,True
2023-04-06 20:00:00+00:00,0,0,-1,-1,True
2023-04-10 00:00:00+00:00,0,0,-1,-1,True
2023-04-10 01:00:00+00:00,0,0,-1,-1,True
2023-04-10 02:00:00+00:00,0,0,-1,-1,True
2023-04-10 03:00:00+00:00,0,0,-1,-1,True
2023-04-10 04:00:00+00:00,0,0,-1,-1,True
2023-04-10 05:00:00+00:00,0,0,-1,-1,True
2023-04-10 06:00:00+00:00,0,0,-1,-1,True
2023-04-10 07:00:00+00:00,0,0,-1,-1,True
2023-04-10 08:00:00+00:00,0,0,-1,-1,True
2023-04-10 09:00:00+00:00,0,0,-1,-1,True
2023-04-10 10:00:00+00:00,0,0,-1,-1,True
2023-04-10 11:00:00+00:00,0,0,-1,-1,True
2023-04-10 12:00:00+00:00,0,0,-1,-1,True
2023-04-10 13:00:00+00:00,0,0,-1,-1,True
2023-04-10 14:00:00+00:00,0,0,-1,-1,True
2023-04-10 15:00:00+00:00,0,0,-1,-1,True
2023-04-10 16:00:00+00:00,0,0,-1,-1,True
2023-04-10 17:00:00+00:00,0,0,-1,-1,True
2023-04-10 18:00:00+00:00,0,0,-1,-1,True
2023-04-10 19:00:00+00:00,0,0,-1,-1,True
2023-04-10 20:00:00+00:00,0,0,-1,-1,True
2023-04-10 22:00:00+00:00,0,0,-1,-1,True
2023-04-10 23:00:00+00:00,0,0,-1,-1,True
2023-04-11 00:00:00+00:00,0,0,-1,-1,True
2023-04-11 01:00:00+00:00,0,0,-1,-1,True
2023-04-11 02:00:00+00:00,0,0,-1,-1,True
2023-04-11 03:00:00+00:00,0,0,-1,-1,True
2023-04-11 04:00:00+00:00,0,0,-1,-1,True
2023-04-11 05:00:00+00:00,0,0,-1,-1,True
2023-04-11 06:00:00+00:00,0,0,-1,-1,True
2023-04-11 07:00:00+00:00,0,0,-1,-1,True
2023-04-11 08:00:00+00:00,0,0,-1,-1,True
2023-04-11 09:00:00+00:00,0,0,-1,-1,True
2023-04-11 10:00:00+00:00,0,0,-1,-1,True
2023-04-11 11:00:00+00:00,0,0,-1,-1,True
2023-04-11 12:00:00+00:00,0,0,-1,-1,True
2023-04-11 13:00:00+00:00,0,0,-1,-1,True
2023-04-11 14:00:00+00:00,0,0,-1,-1,True
2023-04-11 15:00:00+00:00,0,0,-1,-1,True
2023-04-11 16:00:00+00:00,0,0,-1,-1,True
2023-04-11 17:00:00+00:00,0,0,-1,-1,True
2023-04-11 18:00:00+00:00,0,0,-1,-1,True
2023-04-11 19:00:00+00:00,0,0,-1,-1,True
2023-04-11 20:00:00+00:00,0,0,-1,-1,True
2023-04-11 22:00:00+00:00,0,0,-1,-1,True
2023-04-11 23:00:00+00:00,0,0,-1,-1,True
2023-04-12 00:00:00+00:00,0,0,-1,-1,True
2023-04-12 01:00:00+00:00,0,0,-1,-1,True
2023-04-12 02:00:00+00:00,0,0,-1,-1,True
2023-04-12 03:00:00+00:00,0,0,-1,-1,True
2023-04-12 04:00:00+00:00,0,0,-1,-1,True
2023-04-12 05:00:00+00:00,0,0,-1,-1,True
2023-04-12 06:00:00+00:00,0,0,-1,-1,True
2023-04-12 07:00:00+00:00,0,0,-1,-1,True
2023-04-12 08:00:00+00:00,0,0,-1,-1,True
2023-04-12 09:00:00+00:00,0,0,-1,-1,True
2023-04-12 10:00:00+00:00,0,0,-1,-1,True
2023-04-12 11:00:00+00:00,0,0,-1,-1,True
2023-04-12 12:00:00+00:00,0,0,-1,-1,True
2023-04-12 13:00:00+00:00,0,0,-1,-1,True
2023-04-12 14:00:00+00:00,0,0,-1,-1,True
2023-04-12 15:00:00+00:00,0,0,-1,-1,True
2023-04-12 16:00:00+00:00,0,0,-1,-1,True
2023-04-12 17:00:00+00:00,0,0,-1,-1,True
2023-04-12 18:00:00+00:00,0,0,-1,-1,True
2023-04-12 19:00:00+00:00,0,0,-1,-1,True
2023-04-12 20:00:00+00:00,0,0,-1,-1,True
2023-04-12 22:00:00+00:00,0,0,-1,-1,True
2023-04-12 23:00:00+00:00,0,0,-1,-1,True
2023-04-13 00:00:00+00:00,0,0,-1,-1,True
2023-04-13 01:00:00+00:00,0,0,-1,-1,True
2023-04-13 02:00:00+00:00,0,0,-1,-1,True
2023-04-13 03:00:00+00:00,0,0,-1,-1,True
2023-04-13 04:00:00+00:00,0,0,-1,-1,True
2023-04-13 05:00:00+00:00,0,0,-1,-1,True
2023-04-13 06:00:00+00:00,0,0,-1,-1,True
2023-04-13 07:00:00+00:00,0,0,-1,-1,True
2023-04-13 08:00:00+00:00,0,0,-1,-1,True
2023-04-13 09:00:00+00:00,0,0,-1,-1,True
2023-04-13 10:00:00+00:00,0,0,-1,-1,True
2023-04-13 11:00:00+00:00,0,0,-1,-1,True
2023-04-13 12:00:00+00:00,0,0,-1,-1,True
2023-04-13 13:00:00+00:00,0,0,-1,-1,True
2023-04-13 14:00:00+00:00,0,0,-1,-1,True
2023-04-13 15:00:00+00:00,0,0,-1,-1,True
2023-04-13 16:00:00+00:00,0,0,-1,-1,True
2023-04-13 17:00:00+00:00,0,0,-1,-1,True
2023-04-13 18:00:00+00:00,0,0,-1,-1,True
2023-04-13 19:00:00+00:00,0,0,-1,-1,True
2023-04-13 20:00:00+00:00,0,0,-1,-1,True
2023-04-13 22:00:00+00:00,0,0,-1,-1,True
2023-04-13 23:00:00+00:00,0,0,-1,-1,True
2023-04-14 00:00:00+00:00,0,0,-1,-1,True
2023-04-14 01:00:00+00:00,0,0,-1,-1,True
2023-04-14 02:00:00+00:00,0,0,-1,-1,True
2023-04-14 03:00:00+00:00,0,0,-1,-1,True
2023-04-14 04:00:00+00:00,0,0,-1,-1,True
2023-04-14 05:00:00+00:00,0,0,-1,-1,True
2023-04-14 06:00:00+00:00,0,0,-1,-1,True
2023-04-14 07:00:00+00:00,0,0,-1,-1,True
2023-04-14 08:00:00+00:00,0,0,-1,-1,True
2023-04-14 09:00:00+00:00,0,0,-1,-1,True
2023-04-14 10:00:00+00:00,0,0,-1,-1,True
2023-04-14 11:00:00+00:00,0,0,-1,-1,True
2023-04-14 12:00:00+00:00,0,0,-1,-1,True
2023-04-14 13:00:00+00:00,0,0,-1,-1,True
2023-04-14 14:00:00+00:00,0,0,-1,-1,True
2023-04-14 15:00:00+00:00,0,0,-1,-1,True
2023-04-14 16:00:00+00:00,0,0,-1,-1,True
2023-04-14 17:00:00+00:00,0,0,-1,-1,True
2023-04-14 18:00:00+00:00,0,0,-1,-1,True
2023-04-14 19:00:00+00:00,0,0,-1,-1,True
2023-04-14 20:00:00+00:00,0,0,-1,-1,True
2023-04-17 00:00:00+00:00,0,0,-1,-1,True
2023-04-17 01:00:00+00:00,0,0,-1,-1,True
2023-04-17 02:00:00+00:00,0,0,-1,-1,True
2023-04-17 03:00:00+00:00,0,0,-1,-1,True
2023-04-17 04:00:00+00:00,0,0,-1,-1,True
2023-04-17 05:00:00+00:00,0,0,-1,-1,True
2023-04-17 06:00:00+00:00,0,0,-1,-1,True
2023-04-17 07:00:00+00:00,0,0,-1,-1,True
2023-04-17 08:00:00+00:00,0,0,-1,-1,True
2023-04-17 09:00:00+00:00,0,0,-1,-1,True
2023-04-17 10:00:00+00:00,0,0,-1,-1,True
2023-04-17 11:00:00+00:00,0,0,-1,-1,True
2023-04-17 12:00:00+00:00,0,0,-1,-1,True
2023-04-17 13:00:00+00:00,0,0,-1,-1,True
2023-04-17 14:00:00+00:00,0,0,-1,-1,True
2023-04-17 15:00:00+00:00,0,0,-1,-1,True
2023-04-17 16:00:00+00:00,0,0,-1,-1,True
2023-04-17 17:00:00+00:00,0,0,-1,-1,True
2023-04-17 18:00:00+00:00,0,0,-1,-1,True
2023-04-17 19:00:00+00:00,0,0,-1,-1,True
2023-04-17 20:00:00+00:00,0,0,-1,-1,True
2023-04-17 22:00:00+00:00,0,0,-1,-1,True
2023-04-17 23:00:00+00:00,0,0,-1,-1,True
2023-04-18 00:00:00+00:00,0,0,-1,-1,True
2023-04-18 01:00:00+00:00,0,0,-1,-1,True
2023-04-18 02:00:00+00:00,0,0,-1,-1,True
2023-04-18 03:00:00+00:00,0,0,-1,-1,True
2023-04-18 04:00:00+00:00,0,0,-1,-1,True
2023-04-18 05:00:00+00:00,0,0,-1,-1,True
2023-04-18 06:00:00+00:00,0,0,-1,-1,True
2023-04-18 07:00:00+00:00,0,0,-1,-1,True
2023-04-18 08:00:00+00:00,0,0,-1,-1,True
2023-04-18 09:00:00+00:00,0,0,-1,-1,True
2023-04-18 10:00:00+00:00,0,0,-1,-1,True
2023-04-18 11:00:00+00:00,0,0,-1,-1,True
2023-04-18 12:00:00+00:00,0,0,-1,-1,True
2023-04-18 13:00:00+00:00,0,0,-1,-1,True
2023-04-18 14:00:00+00:00,0,0,-1,-1,True
2023-04-18 15:00:00+00:00,0,0,-1,-1,True
2023-04-18 16:00:00+00:00,0,0,-1,-1,True
2023-04-18 17:00:00+00:00,0,0,-1,-1,True
2023-04-18 18:00:00+00:00,0,0,-1,-1,True
2023-04-18 19:00:00+00:00,0,0,-1,-1,True
2023-04-18 20:00:00+00:00,0,0,-1,-1,True
2023-04-18 22:00:00+00:00,0,0,-1,-1,True
2023-04-18 23:00:00+00:00,0,0,-1,-1,True
2023-04-19 00:00:00+00:00,0,0,-1,-1,True
2023-04-19 01:00:00+00:00,0,0,-1,-1,True
2023-04-19 02:00:00+00:00,0,0,-1,-1,True
2023-04-19 03:00:00+00:00,0,0,-1,-1,True
2023-04-19 04:00:00+00:00,0,0,-1,-1,True
2023-04-19 05:00:00+00:00,0,0,-1,-1,True
2023-04-19 06:00:00+00:00,0,0,-1,-1,True
2023-04-19 07:00:00+00:00,0,0,-1,-1,True
2023-04-19 08:00:00+00:00,0,0,-1,-1,True
2023-04-19 09:00:00+00:00,0,0,-1,-1,True
2023-04-19 10:00:00+00:00,2,2,1,1,True
2023-04-19 11:00:00+00:00,2,2,1,1,True
2023-04-19 12:00:00+00:00,2,2,1,1,True
2023-04-19 13:00:00+00:00,0,0,-1,-1,True
2023-04-19 14:00:00+00:00,0,0,-1,-1,True
2023-04-19 15:00:00+00:00,0,0,-1,-1,True
2023-04-19 16:00:00+00:00,0,0,-1,-1,True
2023-04-19 17:00:00+00:00,0,0,-1,-1,True
2023-04-19 18:00:00+00:00,0,0,-1,-1,True
2023-04-19 19:00:00+00:00,0,0,-1,-1,True
2023-04-19 20:00:00+00:00,0,0,-1,-1,True
2023-04-19 22:00:00+00:00,0,0,-1,-1,True
2023-04-19 23:00:00+00:00,0,0,-1,-1,True
2023-04-20 00:00:00+00:00,0,0,-1,-1,True
2023-04-20 01:00:00+00:00,0,0,-1,-1,True
2023-04-20 02:00:00+00:00,0,0,-1,-1,True
2023-04-20 03:00:00+00:00,0,0,-1,-1,True
2023-04-20 04:00:00+00:00,0,0,-1,-1,True
2023-04-20 05:00:00+00:00,0,0,-1,-1,True
2023-04-20 06:00:00+00:00,0,0,-1,-1,True
2023-04-20 07:00:00+00:00,0,0,-1,-1,True
2023-04-20 08:00:00+00:00,0,0,-1,-1,True
2023-04-20 09:00:00+00:00,0,0,-1,-1,True
2023-04-20 10:00:00+00:00,0,0,-1,-1,True
2023-04-20 11:00:00+00:00,0,0,-1,-1,True
2023-04-20 12:00:00+00:00,0,0,-1,-1,True
2023-04-20 13:00:00+00:00,0,0,-1,-1,True
2023-04-20 14:00:00+00:00,0,0,-1,-1,True
2023-04-20 15:00:00+00:00,0,0,-1,-1,True
2023-04-20 16:00:00+00:00,0,0,-1,-1,True
2023-04-20 17:00:00+00:00,0,0,-1,-1,True
2023-04-20 18:00:00+00:00,0,0,-1,-1,True
2023-04-20 19:00:00+00:00,0,0,-1,-1,True
2023-04-20 20:00:00+00:00,0,0,-1,-1,True
2023-04-20 22:00:00+00:00,0,0,-1,-1,True
2023-04-20 23:00:00+00:00,0,0,-1,-1,True
2023-04-21 00:00:00+00:00,0,0,-1,-1,True
2023-04-21 01:00:00+00:00,0,0,-1,-1,True
2023-04-21 02:00:00+00:00,0,0,-1,-1,True
2023-04-21 03:00:00+00:00,0,0,-1,-1,True
2023-04-21 04:00:00+00:00,0,0,-1,-1,True
2023-04-21 05:00:00+00:00,0,0,-1,-1,True
2023-04-21 06:00:00+00:00,0,0,-1,-1,True
2023-04-21 07:00:00+00:00,0,0,-1,-1,True
2023-04-21 08:00:00+00:00,0,0,-1,-1,True
2023-04-21 09:00:00+00:00,0,0,-1,-1,True
2023-04-21 10:00:00+00:00,0,0,-1,-1,True
2023-04-21 11:00:00+00:00,0,0,-1,-1,True
2023-04-21 12:00:00+00:00,2,2,1,1,True
2023-04-21 13:00:00+00:00,2,2,1,1,True
2023-04-21 14:00:00+00:00,2,2,1,1,True
2023-04-21 15:00:00+00:00,2,2,1,1,True
2023-04-21 16:00:00+00:00,2,2,1,1,True
2023-04-21 17:00:00+00:00,2,2,1,1,True
2023-04-21 18:00:00+00:00,2,2,1,1,True
2023-04-21 19:00:00+00:00,2,2,1,1,True
2023-04-21 20:00:00+00:00,2,2,1,1,True
2023-04-24 00:00:00+00:00,2,2,1,1,True
2023-04-24 01:00:00+00:00,2,2,1,1,True
2023-04-24 02:00:00+00:00,2,2,1,1,True
2023-04-24 03:00:00+00:00,2,2,1,1,True
2023-04-24 04:00:00+00:00,2,2,1,1,True
2023-04-24 05:00:00+00:00,2,2,1,1,True
2023-04-24 06:00:00+00:00,2,2,1,1,True
2023-04-24 07:00:00+00:00,2,2,1,1,True
2023-04-24 08:00:00+00:00,2,2,1,1,True
2023-04-24 09:00:00+00:00,2,2,1,1,True
2023-04-24 10:00:00+00:00,2,2,1,1,True
2023-04-24 11:00:00+00:00,2,2,1,1,True
2023-04-24 12:00:00+00:00,2,2,1,1,True
2023-04-24 13:00:00+00:00,2,2,1,1,True
2023-04-24 14:00:00+00:00,2,2,1,1,True
2023-04-24 15:00:00+00:00,2,2,1,1,True
2023-04-24 16:00:00+00:00,2,2,1,1,True
2023-04-24 17:00:00+00:00,2,2,1,1,True
2023-04-24 18:00:00+00:00,2,2,1,1,True
2023-04-24 19:00:00+00:00,2,2,1,1,True
2023-04-24 20:00:00+00:00,2,2,1,1,True
2023-04-24 22:00:00+00:00,2,2,1,1,True
2023-04-24 23:00:00+00:00,1,1,0,0,True
2023-04-25 00:00:00+00:00,0,0,-1,-1,True
2023-04-25 01:00:00+00:00,0,0,-1,-1,True
2023-04-25 02:00:00+00:00,0,0,-1,-1,True
2023-04-25 03:00:00+00:00,0,0,-1,-1,True
2023-04-25 04:00:00+00:00,0,0,-1,-1,True
2023-04-25 05:00:00+00:00,0,0,-1,-1,True
2023-04-25 06:00:00+00:00,0,0,-1,-1,True
2023-04-25 07:00:00+00:00,0,0,-1,-1,True
2023-04-25 08:00:00+00:00,2,2,1,1,True
2023-04-25 09:00:00+00:00,2,2,1,1,True
2023-04-25 10:00:00+00:00,2,2,1,1,True
2023-04-25 11:00:00+00:00,2,2,1,1,True
2023-04-25 12:00:00+00:00,2,2,1,1,True
2023-04-25 13:00:00+00:00,2,2,1,1,True
2023-04-25 14:00:00+00:00,2,2,1,1,True
2023-04-25 15:00:00+00:00,2,2,1,1,True
2023-04-25 16:00:00+00:00,2,2,1,1,True
2023-04-25 17:00:00+00:00,2,2,1,1,True
2023-04-25 18:00:00+00:00,1,1,0,0,True
2023-04-25 19:00:00+00:00,0,0,-1,-1,True
2023-04-25 20:00:00+00:00,0,0,-1,-1,True
2023-04-25 22:00:00+00:00,0,0,-1,-1,True
2023-04-25 23:00:00+00:00,0,0,-1,-1,True
2023-04-26 00:00:00+00:00,0,0,-1,-1,True
2023-04-26 01:00:00+00:00,0,0,-1,-1,True
2023-04-26 02:00:00+00:00,0,0,-1,-1,True
2023-04-26 03:00:00+00:00,0,0,-1,-1,True
2023-04-26 04:00:00+00:00,0,0,-1,-1,True
2023-04-26 05:00:00+00:00,0,0,-1,-1,True
2023-04-26 06:00:00+00:00,0,0,-1,-1,True
2023-04-26 07:00:00+00:00,0,0,-1,-1,True
2023-04-26 08:00:00+00:00,0,0,-1,-1,True
2023-04-26 09:00:00+00:00,0,0,-1,-1,True
2023-04-26 10:00:00+00:00,0,0,-1,-1,True
2023-04-26 11:00:00+00:00,0,0,-1,-1,True
2023-04-26 12:00:00+00:00,0,0,-1,-1,True
2023-04-26 13:00:00+00:00,0,0,-1,-1,True
2023-04-26 14:00:00+00:00,0,0,-1,-1,True
2023-04-26 15:00:00+00:00,0,0,-1,-1,True
2023-04-26 16:00:00+00:00,2,2,1,1,True
2023-04-26 17:00:00+00:00,2,2,1,1,True
2023-04-26 18:00:00+00:00,2,2,1,1,True
2023-04-26 19:00:00+00:00,2,2,1,1,True
2023-04-26 20:00:00+00:00,2,2,1,1,True
2023-04-26 22:00:00+00:00,2,2,1,1,True
2023-04-26 23:00:00+00:00,2,2,1,1,True
2023-04-27 00:00:00+00:00,2,2,1,1,True
2023-04-27 01:00:00+00:00,2,2,1,1,True
2023-04-27 02:00:00+00:00,2,2,1,1,True
2023-04-27 03:00:00+00:00,2,2,1,1,True
2023-04-27 04:00:00+00:00,0,0,-1,-1,True
2023-04-27 05:00:00+00:00,0,0,-1,-1,True
2023-04-27 06:00:00+00:00,0,0,-1,-1,True
2023-04-27 07:00:00+00:00,0,0,-1,-1,True
2023-04-27 08:00:00+00:00,0,0,-1,-1,True
2023-04-27 09:00:00+00:00,0,0,-1,-1,True
2023-04-27 10:00:00+00:00,0,0,-1,-1,True
2023-04-27 11:00:00+00:00,0,0,-1,-1,True
2023-04-27 12:00:00+00:00,2,2,1,1,True
2023-04-27 13:00:00+00:00,2,2,1,1,True
2023-04-27 14:00:00+00:00,2,2,1,1,True
2023-04-27 15:00:00+00:00,2,2,1,1,True
2023-04-27 16:00:00+00:00,2,2,1,1,True
2023-04-27 17:00:00+00:00,2,2,1,1,True
2023-04-27 18:00:00+00:00,2,2,1,1,True
2023-04-27 19:00:00+00:00,2,2,1,1,True
2023-04-27 20:00:00+00:00,2,2,1,1,True
2023-04-27 22:00:00+00:00,2,2,1,1,True
2023-04-27 23:00:00+00:00,2,2,1,1,True
